Nombre,Url,País,Biografía
Fernanda García Lao,https://es.wikipedia.org/wiki/Fernanda_Garc%C3%ADa_Lao,Argentina,"Fernanda García Lao (n. Mendoza, 6 de octubre de 1966) es una escritora, dramaturga y poeta argentina."
María Inés Garibaldi,https://es.wikipedia.org/wiki/Mar%C3%ADa_In%C3%A9s_Garibaldi,Argentina,"María Inés Garibaldi (Buenos Aires, Argentina, 10 de febrero de 1962) es una docente y escritora argentina especializada en literatura infantil y juvenil."
Angélica Gorodischer,https://es.wikipedia.org/wiki/Ang%C3%A9lica_Gorodischer,Argentina,"Angélica Beatriz del Rosario Arcal de Gorodischer (Buenos Aires, 28 de julio de 1928 - Rosario, 5 de febrero de 2022) fue una destacada escritora argentina, considerada una de las tres voces femeninas más importantes dentro de la ciencia ficción en Iberoamérica junto con la española Elia Barceló y la cubana Daína Chaviano."
Alicia Jurado,https://es.wikipedia.org/wiki/Alicia_Jurado#Obra,Argentina,"Alicia Jurado (Buenos Aires, 22 de mayo de 1922 - Buenos Aires, 9 de mayo del 2011) fue una escritora y académica argentina."
Alicia Kozameh,https://es.wikipedia.org/wiki/Alicia_Kozameh,Argentina,"Alicia Kozameh (20 de marzo de 1953, Rosario, Argentina) es una escritora argentina."
María Inés Krimer,https://es.wikipedia.org/wiki/Mar%C3%ADa_In%C3%A9s_Krimer,Argentina,"María Inés Krimer (nacida en 1951 en Paraná, Entre Ríos) es una escritora argentina de novelas policiales, por las cuales obtuvo varios premios. Fue maestra y abogada, pero desde hace tiempo se dedica exclusivamente a la literatura."
Sandra Lorenzano,https://es.wikipedia.org/wiki/Sandra_Lorenzano,Argentina,"Sandra Silvina Lorenzano Schifrin (Buenos Aires, Argentina, 1960) es una narradora, poeta y ensayista argentina-mexicana. Doctora en Letras por la UNAM, se desempeña como Directora de Cultura y Comunicación de la Coordinación para la Igualdad de Género de la UNAM y como Coordinadora del Proyecto «Cultura y migración» (UNAM-UNESCO-Universidad Autónoma de Madrid)."
Alma Maritano,https://es.wikipedia.org/wiki/Alma_Maritano,Argentina,"Alma Maritano (San Genaro, 9 de octubre de 1937-17 de diciembre de 2015) fue una profesora, narradora y novelista argentina. Egresó de la Facultad de Filosofía y Letras de la Universidad Nacional de Rosario y en 1960 comenzó con la docencia de diferentes cursos, como castellano, literatura y latín. "
Julia Morilla de Campbell,https://es.wikipedia.org/wiki/Julia_Morilla_de_Campbell,Argentina,"Julia Morilla de Campbell (Rosario, 18 de julio de 1922)es una escritora argentina especializada en literatura infantil y juvenil."
Ana Ojeda,https://es.wikipedia.org/wiki/Ana_Ojeda,Argentina,"Ana Ojeda (Buenos Aires, 8 de agosto de 1979) es una escritora y editora argentina."
Elvira Orphée,https://es.wikipedia.org/wiki/Elvira_Orph%C3%A9e,Argentina,"Elvira Orphée (San Miguel de Tucumán, 29 de mayo de 1922-Buenos Aires, 26 de abril de 2018) fue una escritora argentina."
Mirta Rosenberg,https://es.wikipedia.org/wiki/Mirta_Rosenberg,Argentina,"Mirta Rosenberg (Rosario, 7 de octubre de 1951 - Buenos Aires, 28 de junio 2019) fue una poeta y traductora argentina."
Samanta Schweblin,https://es.wikipedia.org/wiki/Samanta_Schweblin,Argentina,"Samanta Schweblin (Buenos Aires, 1978) es una escritora argentina. Ha sido traducida a más de veinticinco lenguas y ha sido becada por distintas instituciones, además de haber sido premiada en numerosas ocasiones. Desde 2012 reside en Berlín, donde escribe y dicta talleres literarios. "
Sandra Siemens,https://es.wikipedia.org/wiki/Sandra_Siemens,Argentina,"Sandra Siemens (Lomas de Zamora, 15 de junio de 1965) es una escritora argentina dedicada a la literatura infantil y juvenil. Tiene publicaciones en Argentina, México, España, Colombia y Estados Unidos."
Nora Aubone de de la Torre,https://es.wikipedia.org/wiki/Nora_Aubone_de_de_la_Torre,Argentina,"Nora Aubone de de la Torre (San Juan (Argentina); 18 de marzo de 1925 – 2 de julio de 2020) fue una escritora argentina y esposa de Antonio de la Torre (1904–1976), que también fue escritor."
Paulina Vinderman,https://es.wikipedia.org/wiki/Paulina_Vinderman,Argentina,"Paulina Vinderman (Buenos Aires, 9 de mayo de 1944) es una poeta y traductora argentina."
Ema Wolf,https://es.wikipedia.org/wiki/Ema_Wolf,Argentina,"Ema Wolf (Carapachay, provincia de Buenos Aires, 4 de mayo de 1948) es una prolífica escritora argentina cuya obra, principalmente de literatura infantil, obtuvo varios premios nacionales e internacionales de literatura, entre ellos, el premio Hans Christian Andersen."
Marina Yuszczuk,https://es.wikipedia.org/wiki/Marina_Yuszczuk,Argentina,"Marina Yuszczuk (Quilmes, 1978) es una escritora, periodista y editora argentina, primera ganadora del premio Sara Gallardo por su novela La sed (2020)."
Ana María Shua,https://es.wikipedia.org/wiki/Ana_Mar%C3%ADa_Shua,Argentina,"Ana María Shua (Buenos Aires, 22 de abril de 1951) es una escritora argentina. Su verdadero nombre es Ana María Schoua."
Alejandra Pizarnik,https://es.wikipedia.org/wiki/Alejandra_Pizarnik,Argentina,"Flora Alejandra Pizarnik (Avellaneda, 29 de abril de 1936-Buenos Aires, 25 de septiembre de 1972) fue una poeta y traductora argentina. Flora Alejandra Pizarnik nació en Buenos Aires el 29 de abril de 1936 en el seno de una familia de inmigrantes de Europa Oriental."
Luisa Valenzuela,https://es.wikipedia.org/wiki/Luisa_Valenzuela,Argentina,"Luisa Valenzuela (26 de noviembre de 1938, Buenos Aires) es una escritora y periodista argentina. Ha sido la primera mujer en obtener el Premio Carlos Fuentes, en 2019. Su obra fue editada en más de 17 países y traducida a once idiomas. "
María Gainza,https://es.wikipedia.org/wiki/Mar%C3%ADa_Gainza,Argentina,"María Gainza (Buenos Aires, 25 de diciembre de 1975) es una escritora y crítica de arte argentina."
Ariana Harwicz,https://es.wikipedia.org/wiki/Ariana_Harwicz,Argentina,"Ariana Harwicz (Buenos Aires, 1977) es una escritora argentina."
Liliana Villanueva,https://es.wikipedia.org/wiki/Liliana_Villanueva#Obra,Argentina,"Liliana Villanueva (Buenos Aires, 1 de febrero de 1973) es una arquitecta, periodista y escritora argentina."
Gabriela Cabezón Cámara,https://es.wikipedia.org/wiki/Gabriela_Cabez%C3%B3n_C%C3%A1mara,Argentina,"Gabriela Cabezón Cámara (San Isidro, Buenos Aires, 4 de noviembre de 1968) es una escritora y periodista argentina. Es considerada una de las figuras más prominentes de la literatura latinoamericana contemporánea, además de ser una destacada intelectual y activista feminista."
Inés Garland,https://es.wikipedia.org/wiki/In%C3%A9s_Garland,Argentina,"Inés Garland (Buenos Aires, 1960) es una escritora y traductora argentina. "
Leila Guerriero,https://es.wikipedia.org/wiki/Leila_Guerriero,Argentina,"Leila Guerriero (Junín, 17 de febrero de 1967) es una escritora, periodista y editora argentina."
Liliana Heker,https://es.wikipedia.org/wiki/Liliana_Heker,Argentina,"Liliana Heker (Buenos Aires, 9 de febrero de 1943) es una cuentista, novelista y ensayista argentina."
Claudia Piñeiro,https://es.wikipedia.org/wiki/Claudia_Pi%C3%B1eiro#Obra,Argentina,"Claudia Piñeiro (Burzaco, provincia de Buenos Aires, 10 de abril de 1960) es una escritora, guionista de televisión, dramaturga y contadora argentina."
Narcisa Amália,https://es.wikipedia.org/wiki/Narcisa_Am%C3%A1lia,Brasil,"Narcisa Amália de Oliveira Campos (São João da Barra, 3 de abril de 1856-Río de Janeiro, 24 de junio de 1924) fue una poetisa, periodista y activista por los derechos de las mujeres brasileña."
Ana Arruda Callado,https://es.wikipedia.org/wiki/Ana_Arruda_Callado#Literatura,Brasil,"Ana Araújo de Arruda Albuquerque -más conocida como Ana Arruda Callado- (Recife, 19 de mayo de 1937) es una periodista, escritora, traductora, editora y académica brasileña conocida no solo por su faceta literaria, sino que además, por ser la primera mujer en dirigir la redacción de un periódico en Brasil."
Patrícia Barboza,https://es.wikipedia.org/wiki/Patr%C3%ADcia_Barboza,Brasil,"Patrícia Barboza es una escritora y activista literaria brasileña adscrita a la literatura juvenil e infantil. "
Lúcia Benedetti,https://es.wikipedia.org/wiki/L%C3%BAcia_Benedetti,Brasil,"Lúcia Benedetti -nacida como Lúcia Matias Benedetti Magalhães- (Mococa, 30 de marzo de 1914 - Río de Janeiro, 1998) fue una escritora, dramaturga, periodista, profesora y traductora brasileña adscrita a la literatura infantil."
Laura Bergallo,https://es.wikipedia.org/wiki/Laura_Bergallo#Obra,Brasil,"Laura Bergallo (Río de Janeiro, 1958) es una periodista, publicista, editora y escritora brasileña que ha incursionado en el género de la literatura infanto-juvenil. Es graduada en comunicación social con especialización en periodismo científico. "
Natalia Borges Polesso,https://es.wikipedia.org/wiki/Natalia_Borges_Polesso,Brasil,"Natália Borges Polesso (Bento Gonçalves, 6 de agosto de 1981) es una escritora y poetisa brasileña. "
Eliane Brum,https://es.wikipedia.org/wiki/Eliane_Brum,Brasil,"Eliane Brum (Ijuí, Río Grande del Sur, 23 de mayo de 1966) es una periodista, escritora y documentalista brasileña. Se formó en la Pontificia Universidad Católica de Río Grande del Sur (PUCRS) en 1988 y ganó más de 40 premios nacionales e internacionales de reportaje."
Astrid Cabral,https://es.wikipedia.org/wiki/Astrid_Cabral,Brasil,"Astrid Cabral Felix de Sousa (Manaus, 25 de septiembre de 1936) es una poeta, cuentista, profesora y ambientalista brasileña. Es viuda del poeta Afonso Felix de Sousa."
Maria Helena Cardoso,https://es.wikipedia.org/wiki/Maria_Helena_Cardoso_(escritora),Brasil,"Maria Helena Cardoso (Diamantina, 1903 - 24 may 1997) fue una escritora brasileña que incursionó en los géneros autobiográfico, memorias y novela, además de colaborar en varios periódicos."
Maria Cristina Cavalcanti de Albuquerque,https://es.wikipedia.org/wiki/Maria_Cristina_Cavalcanti_de_Albuquerque#Literatura,Brasil,"Maria Cristina Cavalcanti de Albuquerque (Vertentes, Pernambuco, febrero de 1943) es una novelista, historiadora y psiquiatra brasileña."
Ana Cristina Cesar,https://es.wikipedia.org/wiki/Ana_Cristina_Cesar,Brasil,"Ana Cristina Cruz Cesar (Río de Janeiro, 2 de junio de 1952 - ibídem, 29 de octubre de 1983) fue una poeta y traductora brasileña. Es considerada uno de los nombres más importantes en la generación del mimeógrafo de la década de 1970 y su nombre es a menudo vinculado con el movimiento de la Poesía Marginal."
Marina Colasanti,https://es.wikipedia.org/wiki/Marina_Colasanti#Obra,Brasil,"Marina Colasanti (Asmara, antigua colonia italiana de Eritrea, 26 de septiembre de 1937) es una escritora, traductora y periodista ítalo-brasileña. Sus obras literarias han sido reconocidas con diversos premios, entre los que destacan el Premio Jabuti (1993, 1994, 1997, 2010, 2011 y 2014) y el XIII Premio Iberoamericano SM de Literatura Infantil y Juvenil en 2017, por su lenguaje poético, sus personajes profundos y bien consolidados, y su relectura valorativa de los cuentos de hadas."
Cora Coralina,https://es.wikipedia.org/wiki/Cora_Coralina,Brasil,"Ana Lins dos Guimarães Peixoto (Goiás, 20 de agosto de 1889 - Goiânia, 10 de abril de 1985), conocida como Cora Coralina, era una poeta brasileña, considerada una de las más grandes del siglo XX en idioma portugués."
Maria Luísa Cordeiro,https://es.wikipedia.org/wiki/Maria_Lu%C3%ADsa_Cordeiro,Brasil,Maria Luísa Cordeiro (São Paulo) fue una escritora brasileña que incursionó en el género novela.
Lia Correia Dutra,https://es.wikipedia.org/wiki/Lia_Correia_Dutra,Brasil,"Lia Correia Dutra (1908 - 1989) fue una escritora, traductora, crítica literaria y activista feminista brasileña que incursionó en la poesía y ficción."
Wanda Cristina,https://es.wikipedia.org/wiki/Wanda_Cristina,Brasil,"Wanda Cristina Cabral da Cunha e Silva[nota 1] de Ferreira,[nota 2] conocida como Wanda Cristina (São Luís, Maranhão, 5 de junio de 1959 (62 años) es una escritora, poeta, artista plástica, música, profesora, y periodista brasileña."
Julieta de Godoy Ladeira,https://es.wikipedia.org/wiki/Julieta_de_Godoy_Ladeira,Brasil,"Julieta de Godoy Ladeira (São Paulo, 1935 - ibídem, 1997) fue una escritora brasileña más conocida por haber recibido el Premio Jabuti de Literatura en la categoría cuento/crónica/novela en 1963 por Passe as Férias em Nassau."
Antonieta Dias de Moraes,https://es.wikipedia.org/wiki/Antonieta_Dias_de_Moraes,Brasil,"Antonieta Dias de Moraes (Santos, 1916 - São Paulo, 4 de abril de 1999) fue una escritora, poetisa y novelista de literatura infanto-juvenil brasileña."
Maria José Dupré,https://es.wikipedia.org/wiki/Maria_Jos%C3%A9_Dupr%C3%A9,Brasil,"Maria José Dupré, conocida también como Sra. Leandro Dupré, su seudónimo con el que firmaba sus libros (Botucatu, 1 de mayo de 1898 - Guaruja, 15 de mayo de 1984), fue una escritora, profesora, editora y feminista brasileña, más conocida por ser la autora de la novela Éramos Seis —adaptada en varias ocasiones para el cine y televisión— y por la serie de libros infantiles Cachorrinho Samba."
Ângela Dutra de Menezes,https://es.wikipedia.org/wiki/%C3%82ngela_Dutra_de_Menezes,Brasil,"Ângela Dutra de Menezes (Río de Janeiro, 1946) es una escritora y periodista brasileña."
Conceição Evaristo,https://es.wikipedia.org/wiki/Concei%C3%A7%C3%A3o_Evaristo,Brasil,"Maria da Conceição Evaristo de Brito (Belo Horizonte, 29 de noviembre de 1946) es una escritora brasileña. "
Lygia Fagundes Telles,https://es.wikipedia.org/wiki/Lygia_Fagundes_Telles,Brasil,"Lygia Fagundes Telles (São Paulo, 19 de abril de 1923) es una escritora brasileña, galardonada con el Premio Camões en 2005. Es miembro de la Academia Paulista de Letras, desde 1982, y de la Academia de las Ciencias de Lisboa, desde 1987."
Tânia Faillace,https://es.wikipedia.org/wiki/T%C3%A2nia_Faillace,Brasil,"Tania Jamardo Faillace, más conocida como Tania Faillace (Porto Alegre, 20 de enero de 1939), es una periodista, escritora, activista política y feminista brasileña que ha incursionado en el género novela, novela corta y cuento. Además, ha sido partícipe de decenas de antologías, entre las que se encuentran Beco da Velha, serie compuesta por un total de diecinueve volúmenes de 7748 páginas, escritas durante diez años."
Ondina Ferreira,https://es.wikipedia.org/wiki/Ondina_Ferreira,Brasil,"Ondina Silveira Ferreira (São Paulo, 15 de febrero de 1909) es una escritora, dramaturga, traductora y profesora brasileña. "
Eva Furnari,https://es.wikipedia.org/wiki/Eva_Furnari,Brasil,"Eva Furnari (Roma, 15 de noviembre de 1948) es una escritora e ilustradora ítalo-brasileña. Como escritora de literatura infanto-juvenil e ilustradora, ha recibido el Premio Jabuti de Literatura en los años 1991, 1996, 1998, 2004, 2006 y 2007 por Truks, A Bruxa Zelda e os 80 Docinhos, Anjinho, Circo da Lua, Cacoete e Felpo Filva respectivamente."
Zélia Gattai,https://es.wikipedia.org/wiki/Z%C3%A9lia_Gattai,Brasil,"Zélia Gattai Amado (São Paulo, 2 de julio de 1916 — Salvador de Bahía, 17 de mayo de 2008) fue una escritora, fotógrafa y memorialista (como ella misma prefería denominarse) brasileña, habiendo sido además, una militante política durante casi toda a su larga vida, la cual compartió 56 años de matrimonio con, el también escritor, Jorge Amado."
Ana Maria Gonçalves,https://es.wikipedia.org/wiki/Ana_Maria_Gon%C3%A7alves,Brasil,Ana Maria Gonçalves (nacida en 1970) es una escritora brasileña.
Geni Guimarães,https://es.wikipedia.org/wiki/Geni_Guimar%C3%A3es,Brasil,"Geni Guimarães (São Manuel, 8 de septiembre de 1947) es una poetisa y escritora brasileña."
Carolina Maria de Jesus,https://es.wikipedia.org/wiki/Carolina_Maria_de_Jesus#Obra,Brasil,"Carolina Maria de Jesus (Sacramento, Minas Gerais, 1914 - São Paulo, 1977), fue una campesina, poeta y cronista brasileña."
Hilda Koller,https://es.wikipedia.org/wiki/Hilda_Koller,Brasil,"Hilda Koller (Castro, 7 de febrero de 1938 - ibíd. 9 de julio de 2012) fue una escritora brasileña."
Ângela Lago,https://es.wikipedia.org/wiki/%C3%82ngela_Lago,Brasil,"Ângela Maria Cardoso Lago, más conocida como Ângela Lago (Belo Horizonte, 1945 - 21 de octubre de 2017) fue una escritora e ilustradora brasileña. Como escritora de literatura infanto-juvenil e ilustradora, ha recibido el Premio Jabuti de Literatura en los años 1993, 1994, 1995, 1999, 2000, 2001 y 2005, y el Premio al mejor libro ilustrado entregado por la Fundación Nacional del Libros Infantil y Juvenil de Brasil en 1984 y 1986. "
Anilda Leão,https://es.wikipedia.org/wiki/Anilda_Le%C3%A3o,Brasil,"Anilda Leão (Maceió, 15 de julio de 1923 - Maceió, 6 de enero de 2012) fue una poetisa, escritora, activista feminista, actriz y cantante brasileña."
Elsie Lessa,https://es.wikipedia.org/wiki/Elsie_Lessa,Brasil,"Elsie Lessa -nacida como María Francisca Pinheiro Ribeiro- (São Paulo, 5 de abril de 1914 - Cascais, 17 de mayo de 2000) fue una periodista, escritora y cronista brasileña."
Adriana Lisboa,https://es.wikipedia.org/wiki/Adriana_Lisboa#Obras_publicadas,Brasil,"Adriana Lisboa (Río de Janeiro, 1970) es una escritora brasileña."
Clarice Lispector,https://es.wikipedia.org/wiki/Clarice_Lispector,Brasil,"Chaya Pinjasovna Lispector, más conocida como Clarice Lispector (en ruso: Хая Пинхасовна Лиспектор; Chechelnik, Unión Soviética; 10 de diciembre de 1920–Río de Janeiro, Brasil; 9 de diciembre de 1977), fue una periodista, reportera, traductora y escritora de novelas, cuentos, libros infantiles y poemas ucraniana-brasileña de origen judío. De difícil clasificación, ella definía a su escritura como un «no-estilo».  "
Elisa Lispector,https://es.wikipedia.org/wiki/Elisa_Lispector,Brasil,"Elisa Lispector -nacida como Leia Lispector- (Savran, 24 de julio de 1911 - Río de Janeiro, 6 de enero de 1989) fue una escritora, profesora y feminista brasileña de línea introspectiva que trató de expresar a través de sus textos, las dificultades y las antinomias del ser; incursionó en el género novela y cuento."
Anésia de Andrade Lourenção,https://es.wikipedia.org/wiki/An%C3%A9sia_de_Andrade_Louren%C3%A7%C3%A3o,Brasil,"Anésia de Andrade Lourenção -referida también como Anésia A. Lourenção- (São Paulo, 31 de octubre de 1905 - ?) fue una escritora y periodista brasileña que incursionó en el género novela y cuento. "
Constança Lucas,https://es.wikipedia.org/wiki/Constan%C3%A7a_Lucas,Brasil,"Constança Lucas (n. Coímbra, Portugal, 1960) es una artista, escritora, y poeta  de origen portuguesa, que vive y trabaja en el Brasil."
Lya Fett Luft,https://es.wikipedia.org/wiki/Lya_Luft#Obra,Brasil,"Lya Fett Luft (Santa Cruz do Sul, 15 de septiembre de 1938-Porto Alegre, 30 de diciembre de 2021) fue una escritora, traductora y profesora universitaria brasileña. Fue columnista de la revista semanal Veja."
Ana Paula Maia,https://es.wikipedia.org/wiki/Ana_Paula_Maia,Brasil,"Ana Paula Maia (Nova Iguaçu, 1977) es una escritora, guionista y música brasileña. "
Tânia Martins,https://es.wikipedia.org/wiki/T%C3%A2nia_Martins,Brasil,"Elvira Tânia Lopes Martins (Licínio de Almeida, Bahía, 23 de enero de 1957) es una poetisa y actriz brasileña."
Maria Lúcia Medeiros,https://es.wikipedia.org/wiki/Maria_L%C3%BAcia_Medeiros,Brasil,"Maria Lúcia Fernandes Medeiros -referida también como Maria Lúcia Medeiros, o Lucinha Medeiros- (Bragança (Pará), 15 de febrero de 1942 - 8 de septiembre de 2005) fue una escritora, cuentista, poeta, profesora brasileña que incursionó en el género novela y cuento. "
Cecília Meireles,https://es.wikipedia.org/wiki/Cec%C3%ADlia_Meireles#Obra,Brasil,"Cecília Benevides de Carvalho Meireles (Río de Janeiro, 7 de noviembre de 1901 — Río de Janeiro, 9 de noviembre de 1964) fue una poeta, profesora y periodista brasileña. Cecília Meireles tuvo tres hijas con el pintor Fernando Correia Dias, entre ellas la actriz María Fernanda Meireles."
Lenita Miranda de Figueiredo,https://es.wikipedia.org/wiki/Lenita_Miranda_de_Figueiredo,Brasil,"Helena Miranda de Figueiredo, más conocida como Lenita Miranda de Figueiredo o por su seudónimo Tía Lenita (São Paulo, 13 de septiembre de 1927), es una escritora, pianista, profesora de arte, periodista, editora y locutora de radio brasileña."
Ana Miranda,https://es.wikipedia.org/wiki/Ana_Miranda_(actriz)#Libros_publicados,Brasil,"Ana María Nóbrega Miranda (Fortaleza, 19 de agosto de 1951) es una novelista, poetisa y exactriz brasileña.Escribe guiones, ensayos y reseñas críticas en periódicos y revistas, y da conferencias en universidades y otras instituciones."
Adalgisa Nery,https://es.wikipedia.org/wiki/Adalgisa_Nery#Obras[2]%E2%80%8B,Brasil,"Adalgisa María Feliciana Noel Cancela Ferreira (Río de Janeiro, 29 de octubre de 1905 — Río de Janeiro, 7 de junio de 1980), más conocida artísticamente como Adalgisa Nery, fue una poeta, activista, y periodista brasileña."
Maria Marly de Oliveira,https://es.wikipedia.org/wiki/Maria_Marly_de_Oliveira,Brasil,"Marly de Oliveira (Cachoeiro de Itapemirim, Espírito Santo, 1935 — Río de Janeiro, 1 de junio de 2007) fue una poetisa brasileña."
Pagu,https://es.wikipedia.org/wiki/Pagu,Brasil,"Patrícia Rehder Galvão, más conocida por el seudónimo de Pagu (São João da Boa Vista, São Paulo, 9 de junio de 1910-Santos, 12 de diciembre de 1962), fue una escritora, activista, y periodista brasileña. Se desarrolló bajo el movimiento modernista brasileño, iniciado en 1922, pese a que no participó en la Semana de Arte Moderna porque contaba apenas con once años de edad. "
Alina Paim,https://es.wikipedia.org/wiki/Alina_Paim,Brasil,"Alina Leite Paim, más conocida como Alina Paim, (Estância, Sergipe 10 de octubre de 1919-1 de marzo de 2011) fue una escritora, profesora, editora, guionista radial y feminista brasileña adscrita a la literatura infantil y juvenil, los estudios de género y el activismo por los derechos de las mujeres, por la que sería perseguida durante la Dictadura militar (1964-1985).[10]"
Marialzira Perestrello,https://es.wikipedia.org/wiki/Marialzira_Perestrello,Brasil,"Marialzira Perestrello (nació en  Río de Janeiro, 5 de marzo de 1916 y murió el 27 de enero de 2015 en Río de Janeiro) fue médica, poeta y novelista brasileña . "
Anita Philipovski,https://es.wikipedia.org/wiki/Anita_Philipovski,Brasil,"Anita Philipovsky (Ponta Grossa, 2 de agosto de 1886 - ibídem, 30 de marzo de 1967) fue una cuentista, poetisa, novelista y ensayista brasileña."
Valéria Piassa Polizzi,https://es.wikipedia.org/wiki/Val%C3%A9ria_Piassa_Polizzi,Brasil,"Valéria Piassa Polizzi (São Paulo, 1971) es una escritora brasileña, autora del libro ¿Por qué a mí?, una autobiografía publicada en 1997, donde relata haber contraído el virus del [VIH] a los 15 años de edad . El libro  tuvo más de trescientos mil ejemplares vendidos en Brasil, y fue lanzado en Alemania, Austria, España, Italia, México y Portugal, entre otros."
Nélida Piñón,https://es.wikipedia.org/wiki/N%C3%A9lida_Pi%C3%B1%C3%B3n,Brasil,"Nélida Piñón (Río de Janeiro, 3 de mayo de 1937) es una escritora hispano-brasileña, nacida en Vila Isabel (Río de Janeiro), y miembro de la Academia Brasileña de Letras. Su nombre es, como ella vio tardíamente, un anagrama del nombre de su abuelo Daniel, diligente y grato para ella. "
Adélia Prado,https://es.wikipedia.org/wiki/Ad%C3%A9lia_Prado,Brasil,"Adélia Luzia Prado Freitas (Divinópolis, 13 de diciembre de 1935), más conocida como Adélia Prado, es una escritora, poetisa y profesora brasileña. "
Rachel de Queiroz,https://es.wikipedia.org/wiki/Rachel_de_Queiroz,Brasil,"Rachel de Queiroz, (Fortaleza, 17 de noviembre de 1910 — Río de Janeiro, 4 de noviembre de 2003), fue una traductora, escritora, periodista y dramaturga brasileña. El nombre de la escritora, según las normas ortográficas vigentes, debe ser escrito como Raquel de Queirós. "
Ruth Rocha,https://es.wikipedia.org/wiki/Ruth_Rocha,Brasil,"Ruth Machado Lousada Rocha -más conocida como Ruth Rocha- (São Paulo, 2 de marzo de 1931) es una escritora brasileña de literatura infantil. "
Alice Sant’Anna,https://es.wikipedia.org/wiki/Alice_Sant%E2%80%99Anna,Brasil,"Alice Carvalho Cumplido de Sant’Anna (Río de Janeiro, 24 de mayo de 1988) es una poeta brasileña. Comenzó a escribir a los 16 años, durante un viaje a Nueva Zelanda."
Miêtta Santiago,https://es.wikipedia.org/wiki/Mi%C3%AAtta_Santiago,Brasil,"Maria Ernestina Carneiro Santiago de Souza (más conocida por su seudónimo Miêtta Santiago, Varginha, 1903 - 1995) fue una escritora, poetisa, abogada, sufragista y activista feminista brasileña en pro de los derechos de la mujer."
Heloísa Seixas,https://es.wikipedia.org/wiki/Helo%C3%ADsa_Seixas,Brasil,"Heloísa Seixas (Río de Janeiro, 26 de julio de 1952) es una escritora, periodista y traductora brasileña. "
Diná Silveira de Queirós,https://es.wikipedia.org/wiki/Din%C3%A1_Silveira_de_Queir%C3%B3s,Brasil,"Diná Silveira Ribeiro, más conocida como de Diná Silveira Queirós (Sao Paulo, 9 de noviembre de 1911 - Río de Janeiro, 27 de noviembre de 1982) fue una escritora brasileña que incursionó en la novela, cuento y crónica. Publicó sus principales trabajos entre 1939 y 1955, mientras que junto a Clarice Lispector, se la llegó a considerar como una de las más importantes escritoras en lengua portuguesa."
Helena Silveira,https://es.wikipedia.org/wiki/Helena_Silveira,Brasil,"Helena Silveira (São Paulo, 1911 - 1984) fue una periodista, columnista, crítica de televisión y escritora brasileña que incursionó en la literatura urbana de Brasil."
Maria de Lourdes Teixeira,https://es.wikipedia.org/wiki/Maria_de_Lourdes_Teixeira,Brasil,"Maria de Lourdes Teixeira (São Pedro, 25 de marzo de 1907 - 1989) fue una escritora, traductora, biógrafa y periodista brasileña más conocida por haber recibido el Premio Jabuti de Literatura en la categoría novela en 1961 y 1970 por Rua Augusta y Pátio das Donzelas respectivamente. Además, fue la primera mujer en ser aceptada en la Academia Paulista de Letras."
Márcia Tiburi,https://es.wikipedia.org/wiki/M%C3%A1rcia_Tiburi,Brasil,"Márcia Angelita Tiburi (Vacaria, 6 de abril de 1970) es una filósofa, artista plástica, crítica literaria y escritora brasileña. Entre sus últimas obras se encuentran Como conversar com um fascista - Reflexões sobre o Cotidiano Autoritário Brasileiro (2015) y  Feminismo em Comum – Para Todas, Todes e Todos (2017)."
Adélia Maria Woellner,https://es.wikipedia.org/wiki/Ad%C3%A9lia_Maria_Woellner,Brasil,"Adélia Maria Woellner (Curitiba, 20 de junio de 1940) es una escritora, abogada, poetisa, y profesora universitaria brasileña."
Angélica Freitas,https://es.wikipedia.org/wiki/Angelica_Freitas,Brasil,"Angélica Freitas (8 de abril de 1973) es una poeta y traductora brasileña.  "
Carola Saavedra,https://pt.wikipedia.org/wiki/Carola_Saavedra,Brasil,"Carola Saavedra (Santiago, 1973) é uma escritora e tradutora brasileira nascida no Chile . "
Maria Valéria Rezende,https://pt.wikipedia.org/wiki/Maria_Val%C3%A9ria_Rezende,Brasil,"Maria Valéria Rezende (Santos, 1942) é uma escritora brasileira."
Jarid Arraes,https://pt.wikipedia.org/wiki/Jarid_Arraes,Brasil,"Jarid Arraes (Juazeiro do Norte, 12 de fevereiro de 1991) é uma escritora, cordelista e poeta brasileira, autora dos livros As Lendas de Dandara, Heroínas Negras Brasileiras em 15 cordéis, Um buraco com meu nome e Redemoinho em dia quente. Atualmente vive em São Paulo, onde criou o Clube da Escrita Para Mulheres. Até o momento, tem mais de 60 títulos publicados em Literatura de Cordel, incluindo a coleção Heroínas Negras na História do Brasil."
Elvira Vigna,https://pt.wikipedia.org/wiki/Elvira_Vigna,Brasil,"Elvira Vigna (Rio de Janeiro, 29 de setembro de 1947 – São Paulo, 10 de julho de 2017) foi uma escritora, ilustradora, tradutora e jornalista brasileira. Teve vários livros publicados e alguns prêmios, como o de ficção da Academia Brasileira de Letras e um prêmio Jabuti de literatura infantil - setor a que se dedicou no início de sua carreira. Recebeu também um Jabuti como ilustradora."
Luisa Geisler,https://pt.wikipedia.org/wiki/Luisa_Geisler,Brasil,"Luisa Dalla Valle Geisler (Canoas, 1991) é uma escritora e tradutora brasileira."
